0	4.83259
1	4.15992
2	3.74936
3	3.42958
4	3.15171
5	2.93559
6	2.76034
7	2.62070
8	2.53400
9	2.47250
10	2.41725
11	2.36061
12	2.29852
13	2.21940
14	2.13885
15	2.09471
16	2.05843
17	2.02753
18	1.99712
19	1.96864
20	1.94118
21	1.91531
22	1.89117
23	1.86766
24	1.84214
25	1.81021
26	1.77203
27	1.73249
28	1.70386
29	1.68414
30	1.66470
31	1.64560
32	1.62880
33	1.61279
34	1.59941
35	1.59003
36	1.58449
37	1.58118
38	1.58007
39	1.58182
40	1.58888
41	1.59392
42	1.59700
43	1.59284
44	1.59661
45	1.59987
46	1.59836
47	1.59388
48	1.59230
49	1.58124
50	1.58389
51	1.59103
52	1.59256
53	1.61817
54	1.61557
55	1.65420
56	1.64293
57	1.69684
58	1.67826
59	1.73846
60	1.71027
61	1.77872
62	1.74302
63	1.82371
64	1.77995
65	1.85612
66	1.80867
67	1.88109
68	1.83038
69	1.90041
70	1.85039
71	1.91818
72	1.86736
73	1.93169
74	1.88128
75	1.94648
76	1.89637
77	1.95876
78	1.91154
79	1.97534
80	1.92914
81	1.99587
82	1.95116
83	2.02879
84	1.98384
85	2.06968
86	2.02292
87	2.10707
88	2.05890
89	2.14935
90	2.09608
91	2.18103
92	2.12871
93	2.20289
94	2.15030
95	2.22030
96	2.16894
97	2.23594
98	2.18307
99	2.24887
100	2.20006
101	2.26038
102	2.21315
103	2.26738
104	2.22220
105	2.27069
106	2.22503
107	2.26836
108	2.22896
109	2.26745
110	2.23202
111	2.26606
112	2.23305
113	2.26467
114	2.23535
115	2.26267
116	2.23538
117	2.25852
118	2.23556
119	2.25446
120	2.23454
121	2.25019
122	2.23247
123	2.24658
124	2.22997
125	2.24082
126	2.22941
127	2.23775
128	2.23036
129	2.23497
130	2.23069
131	2.23244
132	2.22955
133	2.22810
134	2.22913
135	2.22410
136	2.22800
137	2.22186
138	2.22745
139	2.21590
140	2.22517
141	2.21291
142	2.22487
143	2.20904
144	2.22353
145	2.20483
146	2.22072
147	2.20074
148	2.22057
149	2.19722
150	2.21917
151	2.19423
152	2.21849
153	2.19194
154	2.21840
155	2.18943
156	2.21688
157	2.18404
158	2.21519
159	2.18085
160	2.21428
161	2.17826
162	2.21464
163	2.17742
164	2.21586
165	2.17569
166	2.21655
167	2.17184
168	2.21416
169	2.17019
170	2.21568
171	2.16564
172	2.21356
173	2.16149
174	2.21217
175	2.15773
176	2.21065
177	2.15459
178	2.20869
179	2.14813
180	2.20601
181	2.14531
182	2.20574
183	2.14177
184	2.20428
185	2.13709
186	2.20095
187	2.13308
188	2.20035
189	2.13060
190	2.20027
191	2.12888
192	2.20029
193	2.12525
194	2.19883
195	2.12015
196	2.19491
197	2.11371
198	2.19209
199	2.10993
200	2.19053
201	2.10479
202	2.18809
203	2.09955
204	2.18486
205	2.08671
206	2.17468
207	2.06093
208	2.13968
209	2.03097
210	2.11148
211	2.00815
212	2.07786
213	1.99025
214	2.06389
215	1.98206
216	2.05827
217	1.98066
218	2.05836
219	1.98423
220	2.06527
221	1.98779
222	2.07097
223	1.99302
224	2.07813
225	1.99791
226	2.08489
227	2.00082
228	2.07820
229	2.00087
230	2.10885
231	2.01464
232	2.09534
233	2.00445
234	2.09093
235	2.00189
236	2.11608
237	1.99961
238	2.07608
239	1.97207
240	2.05203
241	1.96724
242	2.06415
243	1.97954
244	2.07880
245	1.98556
246	2.10093
247	1.98323
248	2.05622
249	1.95902
250	2.05110
251	1.96631
252	2.07528
253	1.98288
254	2.10760
255	1.98080
256	2.06281
257	1.95693
258	2.05593
259	1.95188
260	2.05666
261	1.95736
262	2.07780
263	1.96300
264	2.07055
265	1.94143
266	2.04080
267	1.91945
268	2.02169
269	1.90350
270	1.99451
271	1.89764
272	2.00825
273	1.90954
274	2.03464
275	1.92433
276	2.02352
277	1.92952
278	2.05447
279	1.94567
280	2.06224
281	1.94920
282	2.06758
283	1.95150
284	2.07051
285	1.95274
286	2.08564
287	1.94840
288	2.07137
289	1.92945
290	2.03930
291	1.90780
292	2.02086
293	1.90158
294	2.01926
295	1.90501
296	2.02417
297	1.92190
298	2.05821
299	1.94144
300	2.08005
301	1.94922
302	2.07493
303	1.94511
304	2.08566
305	1.94771
306	2.07845
307	1.94790
308	2.10341
309	1.94270
310	2.07342
311	1.92330
312	2.05561
313	1.90779
314	2.04345
315	1.89868
316	2.03491
317	1.88882
318	2.00621
319	1.89326
320	2.04901
321	1.91874
322	2.07553
323	1.93239
324	2.07884
325	1.93449
326	2.09321
327	1.93516
328	2.07214
329	1.92645
330	2.08873
331	1.93039
332	2.08177
333	1.92783
334	2.07993
335	1.92247
336	2.07683
337	1.92184
338	2.07882
339	1.92354
340	2.09238
341	1.91878
342	2.06547
343	1.90870
344	2.06891
345	1.91168
346	2.08506
347	1.91560
348	2.06710
349	1.90668
350	2.08450
351	1.91016
352	2.07627
353	1.90399
354	2.05932
355	1.89255
356	2.06194
357	1.89476
358	2.05648
359	1.89533
360	2.06638
361	1.90120
362	2.07528
363	1.89932
364	2.07619
365	1.89324
366	2.04693
367	1.88057
368	2.05650
369	1.88954
370	2.05888
371	1.89231
372	2.07323
373	1.89941
374	2.07873
375	1.89164
376	2.05999
377	1.88288
378	2.05691
379	1.88711
380	2.06311
381	1.89081
382	2.07150
383	1.88911
384	2.06580
385	1.88191
386	2.06094
387	1.88244
388	2.05849
389	1.88301
390	2.07257
391	1.88517
392	2.06600
393	1.88256
394	2.06221
395	1.88116
396	2.07229
397	1.88251
398	2.06680
399	1.87903
400	2.06137
401	1.87477
402	2.06600
403	1.87703
404	2.06268
405	1.87440
406	2.07012
407	1.87835
408	2.06312
409	1.86313
410	2.05172
411	1.84987
412	2.02252
413	1.83934
414	2.02422
415	1.84928
416	2.05293
417	1.86278
418	2.05094
419	1.86480
420	2.06561
421	1.86342
422	2.06331
423	1.83889
424	2.01844
425	1.81349
426	1.98706
427	1.80626
428	1.99336
429	1.81821
430	2.01001
431	1.83046
432	2.03139
433	1.84919
434	2.06240
435	1.85488
436	2.05495
437	1.84102
438	2.02046
439	1.82677
440	2.01469
441	1.82899
442	2.03661
443	1.83508
444	2.03822
445	1.82342
446	1.99433
447	1.81365
448	2.01376
449	1.82771
450	2.02625
451	1.83301
452	2.03753
453	1.82690
454	2.02059
455	1.80941
456	1.99372
457	1.79642
458	1.99204
459	1.79858
460	1.98421
461	1.80740
462	2.01212
463	1.82285
464	2.03357
465	1.83627
466	2.04871
467	1.84197
468	2.03462
469	1.82978
470	2.03282
471	1.81951
472	2.00780
473	1.80683
474	2.01647
475	1.80342
476	1.99482
477	1.79302
478	1.98363
479	1.79008
480	2.00442
481	1.80105
482	2.00261
483	1.79476
484	1.98926
485	1.78579
486	1.96809
487	1.79679
488	2.01044
489	1.82307
490	2.04718
491	1.83349
492	2.04122
493	1.81228
494	2.01899
495	1.78977
496	1.96448
497	1.76789
498	1.95517
499	1.78205
500	2.00787
501	1.80985
502	2.02011
503	1.81413
504	2.03732
505	1.81157
506	2.01082
507	1.78114
508	1.97052
509	1.76055
510	1.94117
511	1.76103
512	1.97559
513	1.77414
514	1.97841
515	1.78383
516	1.98767
517	1.79252
518	2.01888
519	1.79662
520	1.97914
521	1.78519
522	1.99759
523	1.79899
524	2.01262
525	1.79592
526	1.99771
527	1.79225
528	2.00855
529	1.79093
530	1.99780
531	1.78291
532	1.97441
533	1.77587
534	1.98615
535	1.79122
536	2.01129
537	1.80299
538	2.02919
539	1.80266
540	2.00779
541	1.78760
542	1.99643
543	1.77946
544	1.99673
545	1.76670
546	1.96189
547	1.76354
548	1.95595
549	1.77383
550	2.00311
551	1.79813
552	2.02600
553	1.80975
554	2.02800
555	1.79765
556	2.01434
557	1.79228
558	2.00158
559	1.78140
560	1.98941
561	1.77574
562	2.00217
563	1.77603
564	1.97034
565	1.75146
566	1.95817
567	1.74979
568	1.96871
569	1.75864
570	1.98843
571	1.75897
572	1.96037
573	1.74226
574	1.94919
575	1.74629
576	1.95736
577	1.75419
578	1.97074
579	1.75883
580	1.98120
581	1.76085
582	1.96114
583	1.75617
584	1.96921
585	1.76695
586	1.99984
587	1.76424
588	1.96866
589	1.74713
590	1.95292
591	1.74432
592	1.94341
593	1.75495
594	1.97682
595	1.76791
596	1.98786
597	1.77524
598	2.01208
599	1.77236
600	1.98801
601	1.75450
602	1.93878
603	1.73797
604	1.96516
605	1.75327
606	1.97938
607	1.75363
608	1.96293
609	1.73744
610	1.94013
611	1.73519
612	1.96241
613	1.75266
614	1.98105
615	1.74725
616	1.94690
617	1.73120
618	1.94375
619	1.73542
620	1.96061
621	1.74487
622	1.96455
623	1.73740
624	1.94217
625	1.72645
626	1.93325
627	1.72755
628	1.94654
629	1.73671
630	1.94648
631	1.73323
632	1.95687
633	1.73873
634	1.96205
635	1.73753
636	1.94099
637	1.72422
638	1.94173
639	1.72394
640	1.94604
641	1.72739
642	1.92881
643	1.72230
644	1.94898
645	1.73366
646	1.95208
647	1.73767
648	1.94897
649	1.73441
650	1.95830
651	1.74149
652	1.97559
653	1.73249
654	1.92964
655	1.71195
656	1.93170
657	1.70968
658	1.90989
659	1.69818
660	1.92127
661	1.70113
662	1.91629
663	1.70324
664	1.89747
665	1.70207
666	1.92466
667	1.71579
668	1.93976
669	1.72136
670	1.92694
671	1.71862
672	1.94682
673	1.72621
674	1.94938
675	1.72375
676	1.93945
677	1.71216
678	1.93259
679	1.70569
680	1.91616
681	1.69691
682	1.89710
683	1.69206
684	1.90617
685	1.70017
686	1.92837
687	1.71550
688	1.92679
689	1.70971
690	1.92377
691	1.70933
692	1.92948
693	1.71083
694	1.92365
695	1.70977
696	1.94681
697	1.71599
698	1.91438
699	1.70329
700	1.92197
701	1.70850
702	1.93723
703	1.71377
704	1.92651
705	1.70909
706	1.92832
707	1.70354
708	1.91615
709	1.69891
710	1.91467
711	1.69593
712	1.91599
713	1.69259
714	1.90078
715	1.69121
716	1.91970
717	1.69476
718	1.91399
719	1.69171
720	1.91632
721	1.68849
722	1.89945
723	1.68115
724	1.89428
725	1.67995
726	1.89415
727	1.67947
728	1.87751
729	1.68526
730	1.91285
731	1.69818
732	1.92041
733	1.70818
734	1.93222
735	1.71624
736	1.94780
737	1.71944
738	1.95582
739	1.71588
740	1.93345
741	1.70818
742	1.94085
743	1.69678
744	1.90512
745	1.67376
746	1.88098
747	1.66338
748	1.85501
749	1.67180
750	1.91068
751	1.69484
752	1.93202
753	1.70107
754	1.91309
755	1.69327
756	1.91415
757	1.69896
758	1.92985
759	1.70610
760	1.92166
761	1.70268
762	1.93412
763	1.70528
764	1.93003
765	1.70439
766	1.92642
767	1.70148
768	1.92604
769	1.70566
770	1.95233
771	1.70718
772	1.91436
773	1.68861
774	1.91046
775	1.68716
776	1.91003
777	1.68591
778	1.90482
779	1.68512
780	1.90736
781	1.69080
782	1.92803
783	1.69927
784	1.92530
785	1.69249
786	1.91949
787	1.68476
788	1.89789
789	1.67361
790	1.89345
791	1.67346
792	1.89991
793	1.67804
794	1.91153
795	1.68275
796	1.90709
797	1.67769
798	1.88984
799	1.66746
800	1.89281
801	1.66926
802	1.88663
803	1.66726
804	1.88422
805	1.67320
806	1.90928
807	1.68979
808	1.92500
809	1.69328
810	1.93348
811	1.68692
812	1.90679
813	1.66981
814	1.87922
815	1.65818
816	1.87427
817	1.66095
818	1.89501
819	1.67489
820	1.90781
821	1.67933
822	1.90456
823	1.67232
824	1.88594
825	1.67457
826	1.91864
827	1.68237
828	1.91884
829	1.67276
830	1.89093
831	1.65360
832	1.85160
833	1.63440
834	1.85372
835	1.64244
836	1.87228
837	1.65659
838	1.89260
839	1.66848
840	1.90424
841	1.67180
842	1.90178
843	1.65833
844	1.87429
845	1.64803
846	1.85382
847	1.63574
848	1.84816
849	1.63639
850	1.87028
851	1.65032
852	1.87814
853	1.65588
854	1.88380
855	1.65314
856	1.87728
857	1.64239
858	1.86375
859	1.63508
860	1.83517
861	1.62454
862	1.85129
863	1.63584
864	1.86824
865	1.64525
866	1.87167
867	1.64196
868	1.86521
869	1.63273
870	1.84292
871	1.62084
872	1.83267
873	1.62898
874	1.86154
875	1.64864
876	1.88639
877	1.65014
878	1.87500
879	1.63687
880	1.85142
881	1.62549
882	1.82677
883	1.61779
884	1.85005
885	1.63606
886	1.86738
887	1.64403
888	1.87681
889	1.65748
890	1.88906
891	1.65857
892	1.88994
893	1.65556
894	1.86688
895	1.63964
896	1.84440
897	1.63388
898	1.86692
899	1.64769
900	1.87850
901	1.66371
902	1.89902
903	1.67919
904	1.92540
905	1.68324
906	1.91727
907	1.67732
908	1.91351
909	1.66466
910	1.89069
911	1.64329
912	1.84788
913	1.62171
914	1.83753
915	1.61278
916	1.83180
917	1.61309
918	1.83851
919	1.61658
920	1.84464
921	1.62082
922	1.84901
923	1.62388
924	1.83667
925	1.62410
926	1.84409
927	1.62603
928	1.85557
929	1.63630
930	1.88108
931	1.64542
932	1.87098
933	1.63516
934	1.84868
935	1.63626
936	1.87087
937	1.63876
938	1.87158
939	1.64554
940	1.88254
941	1.65215
942	1.88031
943	1.63992
944	1.86761
945	1.63230
946	1.85437
947	1.62121
948	1.84405
949	1.61813
950	1.83289
951	1.60761
952	1.83727
953	1.61946
954	1.84408
955	1.62886
956	1.87115
957	1.63519
958	1.87470
959	1.62877
960	1.84296
961	1.61252
962	1.83876
963	1.60533
964	1.81697
965	1.60181
966	1.82466
967	1.61334
968	1.85920
969	1.62435
970	1.86235
971	1.61874
972	1.84367
973	1.60936
974	1.81672
975	1.59231
976	1.79994
977	1.59451
978	1.83059
979	1.61560
980	1.85324
981	1.63510
982	1.87738
983	1.64763
984	1.89281
